Fecha Desde; Código Variedad; Descripción Variedad; Origen; Descripción Origen; Kilos; Precio Más Frecuente; Precio Máximo; Precio Mínimo
06/08/2020; P4 0403; BACALAO FILETE                ; 015; LA CORUÑA           ; 000000004; 10,5; 12,5; 9,5
06/08/2020; P4 0403; BACALAO FILETE                ; 020; GUIPUZCOA           ; 000000047; 10,5; 12,5; 9,5
06/08/2020; P4 0404; BACALAO SALADO                ; 015; LA CORUÑA           ; 000000109; 10,5; 18; 4,75
06/08/2020; P4 0404; BACALAO SALADO                ; 020; GUIPUZCOA           ; 000001221; 10,5; 18; 4,75
06/08/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 015; LA CORUÑA           ; 000000097; 13; 14; 10,5
06/08/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 020; GUIPUZCOA           ; 000001080; 13; 14; 10,5
06/08/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 015; LA CORUÑA           ; 000000008; 20; 24; 18
06/08/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 036; PONTEVEDRA          ; 000000051; 20; 24; 18
06/08/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 015; LA CORUÑA           ; 000000014; 25; 26; 24
06/08/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 036; PONTEVEDRA          ; 000000094; 25; 26; 24
06/08/2020; P4 0505; BESUGO PANCHO 0,5 A 0,6 K     ; 015; LA CORUÑA           ; 000000004; 13; 14; 12
06/08/2020; P4 0505; BESUGO PANCHO 0,5 A 0,6 K     ; 036; PONTEVEDRA          ; 000000026; 13; 14; 12
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 004; ALMERIA             ; 000001246; 4; 4,5; 3,5
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 012; CASTELLON           ; 000000854; 4; 4,5; 3,5
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 015; LA CORUÑA           ; 000002506; 4; 4,5; 3,5
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 017; GERONA              ; 000001382; 4; 4,5; 3,5
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 020; GUIPUZCOA           ; 000000630; 4; 4,5; 3,5
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 021; HUELVA              ; 000001435; 4; 4,5; 3,5
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 033; ASTURIAS            ; 000000175; 4; 4,5; 3,5
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 036; PONTEVEDRA          ; 000000644; 4; 4,5; 3,5
06/08/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 069; PORTUGAL            ; 000000060; 4; 4,5; 3,5
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 004; ALMERIA             ; 000002314; 2,5; 3; 2
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 012; CASTELLON           ; 000001586; 2,5; 3; 2
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 015; LA CORUÑA           ; 000004653; 2,5; 3; 2
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 017; GERONA              ; 000002568; 2,5; 3; 2
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 020; GUIPUZCOA           ; 000001170; 2,5; 3; 2
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 021; HUELVA              ; 000002665; 2,5; 3; 2
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 033; ASTURIAS            ; 000000325; 2,5; 3; 2
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 036; PONTEVEDRA          ; 000001196; 2,5; 3; 2
06/08/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 069; PORTUGAL            ; 000000112; 2,5; 3; 2
06/08/2020; P4 0801; BONITO S/C.                   ; 015; LA CORUÑA           ; 000000571; 7; 7,5; 5,5
06/08/2020; P4 0801; BONITO S/C.                   ; 020; GUIPUZCOA           ; 000000434; 7; 7,5; 5,5
06/08/2020; P4 0801; BONITO S/C.                   ; 033; ASTURIAS            ; 000000206; 7; 7,5; 5,5
06/08/2020; P4 0801; BONITO S/C.                   ; 039; CANTABRIA           ; 000000047; 7; 7,5; 5,5
06/08/2020; P4 0802; BONITO C/C.                   ; 015; LA CORUÑA           ; 000000467; 5,5; 6,5; 4
06/08/2020; P4 0802; BONITO C/C.                   ; 020; GUIPUZCOA           ; 000000356; 5,5; 6,5; 4
06/08/2020; P4 0802; BONITO C/C.                   ; 033; ASTURIAS            ; 000000168; 5,5; 6,5; 4
06/08/2020; P4 0802; BONITO C/C.                   ; 039; CANTABRIA           ; 000000038; 5,5; 6,5; 4
06/08/2020; P4 1001; CALAMAR                       ; 011; CADIZ               ; 000000800; 13; 14,5; 12
06/08/2020; P4 1001; CALAMAR                       ; 015; LA CORUÑA           ; 000000318; 13; 14,5; 12
06/08/2020; P4 1001; CALAMAR                       ; 020; GUIPUZCOA           ; 000001100; 13; 14,5; 12
06/08/2020; P4 1001; CALAMAR                       ; 021; HUELVA              ; 000000121; 13; 14,5; 12
06/08/2020; P4 1001; CALAMAR                       ; 036; PONTEVEDRA          ; 000001910; 13; 14,5; 12
06/08/2020; P4 1001; CALAMAR                       ; 046; VALENCIA            ; 000000366; 13; 14,5; 12
06/08/2020; P4 1201; CAZON                         ; 020; GUIPUZCOA           ; 000001420; 5,5; 6; 5
06/08/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 012; CASTELLON           ; 000000080; 7; 8,5; 5,4
06/08/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 015; LA CORUÑA           ; 000000013; 7; 8,5; 5,4
06/08/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 020; GUIPUZCOA           ; 000000329; 7; 8,5; 5,4
06/08/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 021; HUELVA              ; 000000285; 7; 8,5; 5,4
06/08/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 036; PONTEVEDRA          ; 000000213; 7; 8,5; 5,4
06/08/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 068; GRECIA              ; 000003393; 7; 8,5; 5,4
06/08/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 012; CASTELLON           ; 000000151; 5,2; 6,2; 4,6
06/08/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 015; LA CORUÑA           ; 000000024; 5,2; 6,2; 4,6
06/08/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 020; GUIPUZCOA           ; 000000623; 5,2; 6,2; 4,6
06/08/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 021; HUELVA              ; 000000540; 5,2; 6,2; 4,6
06/08/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 036; PONTEVEDRA          ; 000000403; 5,2; 6,2; 4,6
06/08/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 068; GRECIA              ; 000006430; 5,2; 6,2; 4,6
06/08/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 012; CASTELLON           ; 000000189; 4,6; 4,6; 4,2
06/08/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 015; LA CORUÑA           ; 000000030; 4,6; 4,6; 4,2
06/08/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 020; GUIPUZCOA           ; 000000778; 4,6; 4,6; 4,2
06/08/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 021; HUELVA              ; 000000675; 4,6; 4,6; 4,2
06/08/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 036; PONTEVEDRA          ; 000000504; 4,6; 4,6; 4,2
06/08/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 068; GRECIA              ; 000008037; 4,6; 4,6; 4,2
06/08/2020; P4 1702; GALLO GRANDE                  ; 015; LA CORUÑA           ; 000000078; 11,5; 13; 10
06/08/2020; P4 1702; GALLO GRANDE                  ; 020; GUIPUZCOA           ; 000000438; 11,5; 13; 10
06/08/2020; P4 1702; GALLO GRANDE                  ; 036; PONTEVEDRA          ; 000000840; 11,5; 13; 10
06/08/2020; P4 1702; GALLO GRANDE                  ; 060; FRANCIA             ; 000000127; 11,5; 13; 10
06/08/2020; P4 1703; GALLO MEDIANO                 ; 015; LA CORUÑA           ; 000000140; 6; 7; 4
06/08/2020; P4 1703; GALLO MEDIANO                 ; 020; GUIPUZCOA           ; 000000788; 6; 7; 4
06/08/2020; P4 1703; GALLO MEDIANO                 ; 036; PONTEVEDRA          ; 000001512; 6; 7; 4
06/08/2020; P4 1703; GALLO MEDIANO                 ; 060; FRANCIA             ; 000000228; 6; 7; 4
06/08/2020; P4 1704; GALLO PEQUEÑO                 ; 015; LA CORUÑA           ; 000000094; 3; 3,75; 2,5
06/08/2020; P4 1704; GALLO PEQUEÑO                 ; 020; GUIPUZCOA           ; 000000525; 3; 3,75; 2,5
06/08/2020; P4 1704; GALLO PEQUEÑO                 ; 036; PONTEVEDRA          ; 000001008; 3; 3,75; 2,5
06/08/2020; P4 1704; GALLO PEQUEÑO                 ; 060; FRANCIA             ; 000000152; 3; 3,75; 2,5
06/08/2020; P4 1801; HUEVAS                        ; 015; LA CORUÑA           ; 000000033; 8,5; 9,75; 5,5
06/08/2020; P4 1902; JUREL GRANDE                  ; 015; LA CORUÑA           ; 000000214; 4,5; 6; 3,75
06/08/2020; P4 1902; JUREL GRANDE                  ; 020; GUIPUZCOA           ; 000000120; 4,5; 6; 3,75
06/08/2020; P4 1902; JUREL GRANDE                  ; 036; PONTEVEDRA          ; 000000045; 4,5; 6; 3,75
06/08/2020; P4 1903; JUREL MEDIANO                 ; 015; LA CORUÑA           ; 000000143; 3; 3,5; 2,5
06/08/2020; P4 1903; JUREL MEDIANO                 ; 020; GUIPUZCOA           ; 000000080; 3; 3,5; 2,5
06/08/2020; P4 1903; JUREL MEDIANO                 ; 036; PONTEVEDRA          ; 000000030; 3; 3,5; 2,5
06/08/2020; P4 1904; JUREL PEQUEÑO                 ; 015; LA CORUÑA           ; 000000357; 1,8; 2; 1,5
06/08/2020; P4 1904; JUREL PEQUEÑO                 ; 020; GUIPUZCOA           ; 000000200; 1,8; 2; 1,5
06/08/2020; P4 1904; JUREL PEQUEÑO                 ; 036; PONTEVEDRA          ; 000000075; 1,8; 2; 1,5
06/08/2020; P4 2002; LENGUADO GRANDE               ; 015; LA CORUÑA           ; 000000010; 24; 28; 21
06/08/2020; P4 2002; LENGUADO GRANDE               ; 020; GUIPUZCOA           ; 000000196; 24; 28; 21
06/08/2020; P4 2002; LENGUADO GRANDE               ; 021; HUELVA              ; 000000070; 24; 28; 21
06/08/2020; P4 2002; LENGUADO GRANDE               ; 036; PONTEVEDRA          ; 000000098; 24; 28; 21
06/08/2020; P4 2002; LENGUADO GRANDE               ; 070; DINAMARCA           ; 000002100; 24; 28; 21
06/08/2020; P4 2003; LENGUADO MEDIANO              ; 015; LA CORUÑA           ; 000000014; 19,5; 22,5; 18
06/08/2020; P4 2003; LENGUADO MEDIANO              ; 020; GUIPUZCOA           ; 000000263; 19,5; 22,5; 18
06/08/2020; P4 2003; LENGUADO MEDIANO              ; 021; HUELVA              ; 000000094; 19,5; 22,5; 18
06/08/2020; P4 2003; LENGUADO MEDIANO              ; 036; PONTEVEDRA          ; 000000132; 19,5; 22,5; 18
06/08/2020; P4 2003; LENGUADO MEDIANO              ; 070; DINAMARCA           ; 000002820; 19,5; 22,5; 18
06/08/2020; P4 2004; LENGUADO PEQUEÑO              ; 015; LA CORUÑA           ; 000000005; 15; 16,5; 9
06/08/2020; P4 2004; LENGUADO PEQUEÑO              ; 020; GUIPUZCOA           ; 000000095; 15; 16,5; 9
06/08/2020; P4 2004; LENGUADO PEQUEÑO              ; 021; HUELVA              ; 000000034; 15; 16,5; 9
06/08/2020; P4 2004; LENGUADO PEQUEÑO              ; 036; PONTEVEDRA          ; 000000048; 15; 16,5; 9
06/08/2020; P4 2004; LENGUADO PEQUEÑO              ; 070; DINAMARCA           ; 000001020; 15; 16,5; 9
06/08/2020; P4 2005; LENGUADO ACUICULTURA          ; 020; GUIPUZCOA           ; 000000006; 17,5; 18,5; 16,5
06/08/2020; P4 2005; LENGUADO ACUICULTURA          ; 021; HUELVA              ; 000000002; 17,5; 18,5; 16,5
06/08/2020; P4 2005; LENGUADO ACUICULTURA          ; 036; PONTEVEDRA          ; 000000003; 17,5; 18,5; 16,5
06/08/2020; P4 2005; LENGUADO ACUICULTURA          ; 070; DINAMARCA           ; 000000060; 17,5; 18,5; 16,5
06/08/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 015; LA CORUÑA           ; 000001458; 10,5; 12,5; 9
06/08/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 020; GUIPUZCOA           ; 000007688; 10,5; 12,5; 9
06/08/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 027; LUGO                ; 000001555; 10,5; 12,5; 9
06/08/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 036; PONTEVEDRA          ; 000001520; 10,5; 12,5; 9
06/08/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 060; FRANCIA             ; 000000250; 10,5; 12,5; 9
06/08/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 070; DINAMARCA           ; 000002170; 10,5; 12,5; 9
06/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 015; LA CORUÑA           ; 000002042; 5,5; 6,5; 4,5
06/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 020; GUIPUZCOA           ; 000010763; 5,5; 6,5; 4,5
06/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 027; LUGO                ; 000002177; 5,5; 6,5; 4,5
06/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 036; PONTEVEDRA          ; 000002128; 5,5; 6,5; 4,5
06/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 060; FRANCIA             ; 000000350; 5,5; 6,5; 4,5
06/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 070; DINAMARCA           ; 000003038; 5,5; 6,5; 4,5
06/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 015; LA CORUÑA           ; 000000875; 14,5; 16,5; 12,5
06/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 020; GUIPUZCOA           ; 000004613; 14,5; 16,5; 12,5
06/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 027; LUGO                ; 000000933; 14,5; 16,5; 12,5
06/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 036; PONTEVEDRA          ; 000000912; 14,5; 16,5; 12,5
06/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 060; FRANCIA             ; 000000150; 14,5; 16,5; 12,5
06/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 070; DINAMARCA           ; 000001302; 14,5; 16,5; 12,5
06/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 015; LA CORUÑA           ; 000001167; 7,5; 9; 6
06/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 020; GUIPUZCOA           ; 000006150; 7,5; 9; 6
06/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 027; LUGO                ; 000001244; 7,5; 9; 6
06/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 036; PONTEVEDRA          ; 000001216; 7,5; 9; 6
06/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 060; FRANCIA             ; 000000200; 7,5; 9; 6
06/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 070; DINAMARCA           ; 000001736; 7,5; 9; 6
06/08/2020; P4 2605; MERLUZA DE CHILE              ; 015; LA CORUÑA           ; 000000292; 10,5; 12; 9,5
06/08/2020; P4 2605; MERLUZA DE CHILE              ; 020; GUIPUZCOA           ; 000001538; 10,5; 12; 9,5
06/08/2020; P4 2605; MERLUZA DE CHILE              ; 027; LUGO                ; 000000311; 10,5; 12; 9,5
06/08/2020; P4 2605; MERLUZA DE CHILE              ; 036; PONTEVEDRA          ; 000000304; 10,5; 12; 9,5
06/08/2020; P4 2605; MERLUZA DE CHILE              ; 060; FRANCIA             ; 000000050; 10,5; 12; 9,5
06/08/2020; P4 2605; MERLUZA DE CHILE              ; 070; DINAMARCA           ; 000000434; 10,5; 12; 9,5
06/08/2020; P4 2801; PALOMETA-JAPUTA               ; 015; LA CORUÑA           ; 000000061; 3,5; 4; 3
06/08/2020; P4 2801; PALOMETA-JAPUTA               ; 036; PONTEVEDRA          ; 000000035; 3,5; 4; 3
06/08/2020; P4 2901; PESCADA                       ; 020; GUIPUZCOA           ; 000000100; 4,81; 5,41; 4,21
06/08/2020; P4 3001; PESCADILLA PINCHO +1 KG.      ; 015; LA CORUÑA           ; 000000754; 10; 12; 5
06/08/2020; P4 3001; PESCADILLA PINCHO +1 KG.      ; 020; GUIPUZCOA           ; 000000168; 10; 12; 5
06/08/2020; P4 3001; PESCADILLA PINCHO +1 KG.      ; 021; HUELVA              ; 000000100; 10; 12; 5
06/08/2020; P4 3001; PESCADILLA PINCHO +1 KG.      ; 036; PONTEVEDRA          ; 000000151; 10; 12; 5
06/08/2020; P4 3002; PESCADILLA POPUL.0,2/0,8K     ; 015; LA CORUÑA           ; 000000302; 2,5; 3; 2
06/08/2020; P4 3002; PESCADILLA POPUL.0,2/0,8K     ; 020; GUIPUZCOA           ; 000000067; 2,5; 3; 2
06/08/2020; P4 3002; PESCADILLA POPUL.0,2/0,8K     ; 021; HUELVA              ; 000000040; 2,5; 3; 2
06/08/2020; P4 3002; PESCADILLA POPUL.0,2/0,8K     ; 036; PONTEVEDRA          ; 000000060; 2,5; 3; 2
06/08/2020; P4 3003; PESCAD. FINA G.SOL -0,2 K     ; 015; LA CORUÑA           ; 000000302; 4; 5; 3,5
06/08/2020; P4 3003; PESCAD. FINA G.SOL -0,2 K     ; 020; GUIPUZCOA           ; 000000067; 4; 5; 3,5
06/08/2020; P4 3003; PESCAD. FINA G.SOL -0,2 K     ; 021; HUELVA              ; 000000040; 4; 5; 3,5
06/08/2020; P4 3003; PESCAD. FINA G.SOL -0,2 K     ; 036; PONTEVEDRA          ; 000000060; 4; 5; 3,5
06/08/2020; P4 3004; PESCADILLA G.SOL DE +1 KG     ; 015; LA CORUÑA           ; 000001358; 4,5; 5; 4
06/08/2020; P4 3004; PESCADILLA G.SOL DE +1 KG     ; 020; GUIPUZCOA           ; 000000302; 4,5; 5; 4
06/08/2020; P4 3004; PESCADILLA G.SOL DE +1 KG     ; 021; HUELVA              ; 000000180; 4,5; 5; 4
06/08/2020; P4 3004; PESCADILLA G.SOL DE +1 KG     ; 036; PONTEVEDRA          ; 000000272; 4,5; 5; 4
06/08/2020; P4 3005; PESCADILLA NEGRA 0,2 A 1K     ; 015; LA CORUÑA           ; 000000091; 3; 3; 2,5
06/08/2020; P4 3005; PESCADILLA NEGRA 0,2 A 1K     ; 020; GUIPUZCOA           ; 000000020; 3; 3; 2,5
06/08/2020; P4 3005; PESCADILLA NEGRA 0,2 A 1K     ; 021; HUELVA              ; 000000012; 3; 3; 2,5
06/08/2020; P4 3005; PESCADILLA NEGRA 0,2 A 1K     ; 036; PONTEVEDRA          ; 000000018; 3; 3; 2,5
06/08/2020; P4 3007; PESCADILLA TRIPA 0,2/0,3K     ; 015; LA CORUÑA           ; 000000211; 10,5; 14; 8,5
06/08/2020; P4 3007; PESCADILLA TRIPA 0,2/0,3K     ; 020; GUIPUZCOA           ; 000000047; 10,5; 14; 8,5
06/08/2020; P4 3007; PESCADILLA TRIPA 0,2/0,3K     ; 021; HUELVA              ; 000000028; 10,5; 14; 8,5
06/08/2020; P4 3007; PESCADILLA TRIPA 0,2/0,3K     ; 036; PONTEVEDRA          ; 000000042; 10,5; 14; 8,5
06/08/2020; P4 3101; PEZ ESPADA                    ; 015; LA CORUÑA           ; 000000816; 20; 23,5; 14,5
06/08/2020; P4 3101; PEZ ESPADA                    ; 020; GUIPUZCOA           ; 000001180; 20; 23,5; 14,5
06/08/2020; P4 3101; PEZ ESPADA                    ; 036; PONTEVEDRA          ; 000000175; 20; 23,5; 14,5
06/08/2020; P4 3201; COCOCHAS DE MERLUZA           ; 020; GUIPUZCOA           ; 000000040; 38; 40; 36
06/08/2020; P4 3202; COCOCHAS DE BACALAO           ; 020; GUIPUZCOA           ; 000000079; 9,5; 12; 9
06/08/2020; P4 3203; COCOCHA DE RAPE               ; 020; GUIPUZCOA           ; 000000013; 14; 14,5; 12
06/08/2020; P4 3301; PULPO GRANDE                  ; 011; CADIZ               ; 000000175; 9; 9,5; 8
06/08/2020; P4 3301; PULPO GRANDE                  ; 015; LA CORUÑA           ; 000000054; 9; 9,5; 8
06/08/2020; P4 3301; PULPO GRANDE                  ; 020; GUIPUZCOA           ; 000000025; 9; 9,5; 8
06/08/2020; P4 3301; PULPO GRANDE                  ; 021; HUELVA              ; 000000539; 9; 9,5; 8
06/08/2020; P4 3301; PULPO GRANDE                  ; 036; PONTEVEDRA          ; 000000182; 9; 9,5; 8
06/08/2020; P4 3301; PULPO GRANDE                  ; 046; VALENCIA            ; 000000049; 9; 9,5; 8
06/08/2020; P4 3302; PULPO COCIDO                  ; 011; CADIZ               ; 000000245; 24,5; 27,5; 14
06/08/2020; P4 3302; PULPO COCIDO                  ; 015; LA CORUÑA           ; 000000075; 24,5; 27,5; 14
06/08/2020; P4 3302; PULPO COCIDO                  ; 020; GUIPUZCOA           ; 000000035; 24,5; 27,5; 14
06/08/2020; P4 3302; PULPO COCIDO                  ; 021; HUELVA              ; 000000755; 24,5; 27,5; 14
06/08/2020; P4 3302; PULPO COCIDO                  ; 036; PONTEVEDRA          ; 000000256; 24,5; 27,5; 14
06/08/2020; P4 3302; PULPO COCIDO                  ; 046; VALENCIA            ; 000000068; 24,5; 27,5; 14
06/08/2020; P4 3303; PULPO MEDIANO                 ; 011; CADIZ               ; 000000210; 8; 8,3; 7,5
06/08/2020; P4 3303; PULPO MEDIANO                 ; 015; LA CORUÑA           ; 000000064; 8; 8,3; 7,5
06/08/2020; P4 3303; PULPO MEDIANO                 ; 020; GUIPUZCOA           ; 000000030; 8; 8,3; 7,5
06/08/2020; P4 3303; PULPO MEDIANO                 ; 021; HUELVA              ; 000000647; 8; 8,3; 7,5
06/08/2020; P4 3303; PULPO MEDIANO                 ; 036; PONTEVEDRA          ; 000000219; 8; 8,3; 7,5
06/08/2020; P4 3303; PULPO MEDIANO                 ; 046; VALENCIA            ; 000000058; 8; 8,3; 7,5
06/08/2020; P4 3304; PULPO PEQUEÑO                 ; 011; CADIZ               ; 000000070; 6; 7,2; 4
06/08/2020; P4 3304; PULPO PEQUEÑO                 ; 015; LA CORUÑA           ; 000000021; 6; 7,2; 4
06/08/2020; P4 3304; PULPO PEQUEÑO                 ; 020; GUIPUZCOA           ; 000000010; 6; 7,2; 4
06/08/2020; P4 3304; PULPO PEQUEÑO                 ; 021; HUELVA              ; 000000216; 6; 7,2; 4
06/08/2020; P4 3304; PULPO PEQUEÑO                 ; 036; PONTEVEDRA          ; 000000073; 6; 7,2; 4
06/08/2020; P4 3304; PULPO PEQUEÑO                 ; 046; VALENCIA            ; 000000020; 6; 7,2; 4
06/08/2020; P4 3402; RAPE COLAS                    ; 015; LA CORUÑA           ; 000001145; 14; 15,5; 11,5
06/08/2020; P4 3402; RAPE COLAS                    ; 020; GUIPUZCOA           ; 000000210; 14; 15,5; 11,5
06/08/2020; P4 3403; RAPE C/C.                     ; 015; LA CORUÑA           ; 000000382; 8,5; 9,5; 7
06/08/2020; P4 3403; RAPE C/C.                     ; 020; GUIPUZCOA           ; 000000070; 8,5; 9,5; 7
06/08/2020; P4 3904; BACALADILLA-LIRIO MEDIANO     ; 015; LA CORUÑA           ; 000002058; 2; 2,25; 1,65
06/08/2020; P4 3904; BACALADILLA-LIRIO MEDIANO     ; 020; GUIPUZCOA           ; 000000050; 2; 2,25; 1,65
06/08/2020; P4 3904; BACALADILLA-LIRIO MEDIANO     ; 033; ASTURIAS            ; 000003500; 2; 2,25; 1,65
06/08/2020; P4 3904; BACALADILLA-LIRIO MEDIANO     ; 036; PONTEVEDRA          ; 000000250; 2; 2,25; 1,65
06/08/2020; P4 4001; JIBIA                         ; 011; CADIZ               ; 000000200; 6,5; 7; 5,5
06/08/2020; P4 4001; JIBIA                         ; 021; HUELVA              ; 000000100; 6,5; 7; 5,5
06/08/2020; P4 4001; JIBIA                         ; 046; VALENCIA            ; 000000080; 6,5; 7; 5,5
06/08/2020; P4 4301; ALIGOTE                       ; 020; GUIPUZCOA           ; 000000100; 4,21; 4,81; 3,61
06/08/2020; P4 4703; BROTOLA ENTERA                ; 011; CADIZ               ; 000000500; 4,5; 4,85; 3,75
06/08/2020; P4 4803; CABALLA O VERDEL GRANDE       ; 015; LA CORUÑA           ; 000000042; 3,5; 3,5; 3
06/08/2020; P4 4803; CABALLA O VERDEL GRANDE       ; 020; GUIPUZCOA           ; 000000350; 3,5; 3,5; 3
06/08/2020; P4 4901; CABRACHO O RASCACIO           ; 020; GUIPUZCOA           ; 000000150; 11,5; 13; 8,5
06/08/2020; P4 5001; CACHUCHO                      ; 004; ALMERIA             ; 000000170; 6; 6,5; 4,5
06/08/2020; P4 5001; CACHUCHO                      ; 011; CADIZ               ; 000000200; 6; 6,5; 4,5
06/08/2020; P4 5203; CORVINA ACUICULTURA           ; 012; CASTELLON           ; 000000591; 7,3; 9,8; 5,8
06/08/2020; P4 5205; CORVINA SALVAJE               ; 012; CASTELLON           ; 000000104; 10; 11,5; 9
06/08/2020; P4 5501; GALLINAS O GALLINETAS         ; 020; GUIPUZCOA           ; 000000200; 5,41; 6,46; 3,31
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 011; CADIZ               ; 000000024; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 012; CASTELLON           ; 000000012; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 015; LA CORUÑA           ; 000000001; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 020; GUIPUZCOA           ; 000000016; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 021; HUELVA              ; 000000012; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 030; MURCIA              ; 000000052; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 035; LAS PALMAS          ; 000000088; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 036; PONTEVEDRA          ; 000000022; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 046; VALENCIA            ; 000000008; 24; 25; 23
06/08/2020; P4 5702; LUBINA DE CAPTURA             ; 068; GRECIA              ; 000000092; 24; 25; 23
06/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 011; CADIZ               ; 000000231; 8,6; 11,5; 6
06/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 012; CASTELLON           ; 000000114; 8,6; 11,5; 6
06/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 015; LA CORUÑA           ; 000000008; 8,6; 11,5; 6
06/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 020; GUIPUZCOA           ; 000000154; 8,6; 11,5; 6
06/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 021; HUELVA              ; 000000114; 8,6; 11,5; 6
